Training on NVIDIA GeForce RTX 3090
Net has 25724 parameters
Round 1
generating trajectories
trajectories generated
Generated trajectories in 119.3 seconds
188250 examples
epoch: 0	train loss: 1.1788322925567627	acc: 0.369	(6.2s)
epoch: 30	train loss: 0.5616763234138489	acc: 0.779	(5.6s)
epoch: 31	train loss: 0.5549666881561279	acc: 0.782	(5.6s)
epoch: 32	train loss: 0.47253406047821045	acc: 0.786	(5.6s)
epoch: 33	train loss: 0.5237013697624207	acc: 0.788	(5.6s)
epoch: 34	train loss: 0.4248032569885254	acc: 0.792	(5.6s)
epoch: 35	train loss: 0.6475781798362732	acc: 0.793	(5.6s)
epoch: 36	train loss: 0.5703092813491821	acc: 0.796	(5.6s)
epoch: 37	train loss: 0.4813900291919708	acc: 0.798	(5.7s)
epoch: 38	train loss: 0.5547043085098267	acc: 0.801	(5.7s)
epoch: 39	train loss: 0.47613924741744995	acc: 0.802	(5.6s)
epoch: 40	train loss: 0.43213415145874023	acc: 0.805	(5.6s)
epoch: 41	train loss: 0.4877132773399353	acc: 0.806	(5.6s)
epoch: 42	train loss: 0.41523802280426025	acc: 0.808	(5.6s)
epoch: 43	train loss: 0.5953202247619629	acc: 0.810	(5.6s)
epoch: 44	train loss: 0.6285104155540466	acc: 0.811	(5.6s)
epoch: 45	train loss: 0.48885634541511536	acc: 0.813	(5.6s)
epoch: 46	train loss: 0.4569167196750641	acc: 0.815	(5.6s)
epoch: 47	train loss: 0.5210208296775818	acc: 0.817	(5.6s)
epoch: 48	train loss: 0.3937922716140747	acc: 0.818	(5.7s)
epoch: 49	train loss: 0.5305143594741821	acc: 0.819	(5.7s)
epoch: 50	train loss: 0.4544403553009033	acc: 0.820	(5.6s)
epoch: 51	train loss: 0.4795401394367218	acc: 0.822	(5.6s)
epoch: 52	train loss: 0.3935963213443756	acc: 0.823	(5.6s)
epoch: 53	train loss: 0.5604786276817322	acc: 0.824	(5.6s)
epoch: 54	train loss: 0.36703500151634216	acc: 0.825	(5.6s)
epoch: 55	train loss: 0.5663283467292786	acc: 0.827	(5.6s)
epoch: 56	train loss: 0.4017592668533325	acc: 0.826	(5.6s)
epoch: 57	train loss: 0.4862670600414276	acc: 0.828	(5.6s)
epoch: 58	train loss: 0.40943989157676697	acc: 0.830	(5.6s)
epoch: 59	train loss: 0.30903083086013794	acc: 0.830	(5.6s)
epoch: 60	train loss: 0.5020983815193176	acc: 0.832	(5.7s)
epoch: 61	train loss: 0.4844015836715698	acc: 0.833	(5.7s)
epoch: 62	train loss: 0.40704208612442017	acc: 0.834	(5.6s)
epoch: 63	train loss: 0.4876437783241272	acc: 0.834	(5.6s)
epoch: 64	train loss: 0.3672327697277069	acc: 0.835	(5.6s)
epoch: 65	train loss: 0.30109554529190063	acc: 0.836	(5.6s)
epoch: 66	train loss: 0.4463171660900116	acc: 0.838	(5.6s)
epoch: 67	train loss: 0.34589794278144836	acc: 0.837	(5.6s)
epoch: 68	train loss: 0.39376166462898254	acc: 0.839	(5.6s)
epoch: 69	train loss: 0.4186015725135803	acc: 0.840	(5.6s)
epoch: 70	train loss: 0.48811519145965576	acc: 0.841	(5.6s)
epoch: 71	train loss: 0.4421183168888092	acc: 0.841	(5.7s)
epoch: 72	train loss: 0.4092997610569	acc: 0.842	(5.7s)
epoch: 73	train loss: 0.25135645270347595	acc: 0.843	(5.6s)
epoch: 74	train loss: 0.49976539611816406	acc: 0.844	(5.6s)
epoch: 75	train loss: 0.388973206281662	acc: 0.844	(5.6s)
epoch: 76	train loss: 0.40612274408340454	acc: 0.846	(5.6s)
epoch: 77	train loss: 0.4995727241039276	acc: 0.845	(5.6s)
epoch: 78	train loss: 0.3592697083950043	acc: 0.847	(5.6s)
epoch: 79	train loss: 0.38032934069633484	acc: 0.847	(5.6s)
epoch: 80	train loss: 0.3054960370063782	acc: 0.848	(5.6s)
epoch: 81	train loss: 0.4637015163898468	acc: 0.848	(5.6s)
epoch: 82	train loss: 0.49698078632354736	acc: 0.849	(5.7s)
epoch: 83	train loss: 0.44718754291534424	acc: 0.850	(5.7s)
epoch: 84	train loss: 0.29151424765586853	acc: 0.849	(5.7s)
epoch: 85	train loss: 0.3498955965042114	acc: 0.851	(5.6s)
epoch: 86	train loss: 0.4633168578147888	acc: 0.851	(5.6s)
epoch: 87	train loss: 0.5658127665519714	acc: 0.852	(5.6s)
epoch: 88	train loss: 0.4396826922893524	acc: 0.852	(5.6s)
epoch: 89	train loss: 0.3963172435760498	acc: 0.853	(5.6s)
epoch: 90	train loss: 0.43378952145576477	acc: 0.854	(5.6s)
epoch: 91	train loss: 0.3888702094554901	acc: 0.854	(5.6s)
epoch: 92	train loss: 0.3521789014339447	acc: 0.854	(5.6s)
epoch: 93	train loss: 0.44881609082221985	acc: 0.855	(5.6s)
epoch: 94	train loss: 0.48871561884880066	acc: 0.855	(5.7s)
epoch: 95	train loss: 0.44143304228782654	acc: 0.856	(5.7s)
epoch: 96	train loss: 0.6398708820343018	acc: 0.856	(5.6s)
epoch: 97	train loss: 0.4288085997104645	acc: 0.856	(5.6s)
epoch: 98	train loss: 0.43367666006088257	acc: 0.858	(5.6s)
epoch: 99	train loss: 0.2629556953907013	acc: 0.857	(5.6s)
epoch: 100	train loss: 0.514819860458374	acc: 0.858	(5.6s)
epoch: 101	train loss: 0.4139583706855774	acc: 0.859	(5.6s)
epoch: 102	train loss: 0.4365170896053314	acc: 0.859	(5.6s)
epoch: 103	train loss: 0.31990936398506165	acc: 0.860	(5.6s)
epoch: 104	train loss: 0.33043867349624634	acc: 0.860	(5.6s)
epoch: 105	train loss: 0.3996870815753937	acc: 0.860	(5.7s)
epoch: 106	train loss: 0.4208284914493561	acc: 0.861	(5.7s)
epoch: 107	train loss: 0.460223525762558	acc: 0.862	(5.7s)
epoch: 108	train loss: 0.2944577932357788	acc: 0.862	(5.6s)
epoch: 109	train loss: 0.4372325539588928	acc: 0.862	(5.6s)
epoch: 110	train loss: 0.32432886958122253	acc: 0.863	(5.6s)
epoch: 111	train loss: 0.4931683838367462	acc: 0.863	(5.6s)
epoch: 112	train loss: 0.5013733506202698	acc: 0.864	(5.6s)
epoch: 113	train loss: 0.4880058765411377	acc: 0.864	(5.6s)
epoch: 114	train loss: 0.3871859312057495	acc: 0.864	(5.6s)
epoch: 115	train loss: 0.36325281858444214	acc: 0.865	(5.6s)
epoch: 116	train loss: 0.30947965383529663	acc: 0.865	(5.6s)
epoch: 117	train loss: 0.3773483335971832	acc: 0.866	(5.7s)
epoch: 118	train loss: 0.4021848440170288	acc: 0.865	(5.7s)
epoch: 119	train loss: 0.3190135657787323	acc: 0.866	(5.6s)
epoch: 120	train loss: 0.36586999893188477	acc: 0.866	(5.6s)
epoch: 121	train loss: 0.4217284619808197	acc: 0.867	(5.6s)
epoch: 122	train loss: 0.2898596227169037	acc: 0.867	(5.6s)
epoch: 123	train loss: 0.3388638198375702	acc: 0.867	(5.6s)
epoch: 124	train loss: 0.4121969938278198	acc: 0.868	(5.6s)
epoch: 125	train loss: 0.2870520055294037	acc: 0.869	(5.6s)
epoch: 126	train loss: 0.2757102847099304	acc: 0.868	(5.6s)
epoch: 127	train loss: 0.2868465781211853	acc: 0.868	(5.6s)
epoch: 128	train loss: 0.4356127977371216	acc: 0.870	(5.7s)
epoch: 129	train loss: 0.3499264121055603	acc: 0.869	(5.7s)
epoch: 130	train loss: 0.33877846598625183	acc: 0.870	(5.7s)
epoch: 131	train loss: 0.21760372817516327	acc: 0.871	(5.6s)
epoch: 132	train loss: 0.3345019519329071	acc: 0.870	(5.6s)
epoch: 133	train loss: 0.3440718948841095	acc: 0.870	(5.6s)
epoch: 134	train loss: 0.33761268854141235	acc: 0.871	(5.6s)
epoch: 135	train loss: 0.30416426062583923	acc: 0.871	(5.6s)
epoch: 136	train loss: 0.34766972064971924	acc: 0.871	(5.6s)
epoch: 137	train loss: 0.3424113988876343	acc: 0.872	(5.6s)
epoch: 138	train loss: 0.522314190864563	acc: 0.873	(5.6s)
epoch: 139	train loss: 0.3189595639705658	acc: 0.872	(5.7s)
epoch: 140	train loss: 0.31211769580841064	acc: 0.873	(5.7s)
epoch: 141	train loss: 0.458577036857605	acc: 0.874	(5.7s)
epoch: 142	train loss: 0.41623154282569885	acc: 0.873	(5.7s)
epoch: 143	train loss: 0.31857964396476746	acc: 0.873	(5.6s)
epoch: 144	train loss: 0.5752938985824585	acc: 0.874	(5.7s)
epoch: 145	train loss: 0.4482186734676361	acc: 0.874	(5.6s)
epoch: 146	train loss: 0.35343319177627563	acc: 0.874	(5.6s)
epoch: 147	train loss: 0.2924328148365021	acc: 0.875	(5.6s)
epoch: 148	train loss: 0.33876627683639526	acc: 0.875	(5.6s)
epoch: 149	train loss: 0.4512535035610199	acc: 0.876	(5.6s)
epoch: 150	train loss: 0.33976778388023376	acc: 0.875	(5.7s)
epoch: 151	train loss: 0.3225659430027008	acc: 0.876	(5.7s)
epoch: 152	train loss: 0.4003434479236603	acc: 0.876	(5.7s)
epoch: 153	train loss: 0.2864317297935486	acc: 0.876	(5.6s)
epoch: 154	train loss: 0.22110211849212646	acc: 0.876	(5.6s)
epoch: 155	train loss: 0.3000197410583496	acc: 0.877	(5.6s)
epoch: 156	train loss: 0.4654049277305603	acc: 0.877	(5.6s)
epoch: 157	train loss: 0.29704296588897705	acc: 0.877	(5.6s)
epoch: 158	train loss: 0.39204975962638855	acc: 0.877	(5.6s)
epoch: 159	train loss: 0.3110617697238922	acc: 0.878	(5.6s)
epoch: 160	train loss: 0.355400949716568	acc: 0.878	(5.6s)
epoch: 161	train loss: 0.24380438029766083	acc: 0.877	(5.6s)
epoch: 162	train loss: 0.25585001707077026	acc: 0.878	(5.7s)
epoch: 163	train loss: 0.33613842725753784	acc: 0.878	(5.7s)
epoch: 164	train loss: 0.31491488218307495	acc: 0.878	(5.6s)
epoch: 165	train loss: 0.3065234124660492	acc: 0.879	(5.6s)
epoch: 166	train loss: 0.3125080466270447	acc: 0.878	(5.6s)
epoch: 167	train loss: 0.30580151081085205	acc: 0.879	(5.6s)
epoch: 168	train loss: 0.21811139583587646	acc: 0.880	(5.6s)
epoch: 169	train loss: 0.3728012144565582	acc: 0.880	(5.6s)
epoch: 170	train loss: 0.1927003711462021	acc: 0.878	(5.6s)
epoch: 171	train loss: 0.3319125473499298	acc: 0.880	(5.6s)
epoch: 172	train loss: 0.4242556393146515	acc: 0.880	(5.6s)
epoch: 173	train loss: 0.2264760583639145	acc: 0.880	(5.7s)
epoch: 174	train loss: 0.2958810329437256	acc: 0.879	(5.7s)
epoch: 175	train loss: 0.25159943103790283	acc: 0.881	(5.7s)
epoch: 176	train loss: 0.2796630561351776	acc: 0.880	(5.6s)
epoch: 177	train loss: 0.4734204113483429	acc: 0.881	(5.6s)
epoch: 178	train loss: 0.45254164934158325	acc: 0.881	(5.6s)
epoch: 179	train loss: 0.37254011631011963	acc: 0.881	(5.6s)
epoch: 180	train loss: 0.2877669036388397	acc: 0.881	(5.6s)
epoch: 181	train loss: 0.292790949344635	acc: 0.882	(5.6s)
epoch: 182	train loss: 0.36704638600349426	acc: 0.882	(5.6s)
epoch: 183	train loss: 0.2965572476387024	acc: 0.882	(5.6s)
epoch: 184	train loss: 0.31683045625686646	acc: 0.882	(5.6s)
epoch: 185	train loss: 0.24672898650169373	acc: 0.882	(5.7s)
epoch: 186	train loss: 0.34139618277549744	acc: 0.882	(5.7s)
epoch: 187	train loss: 0.3664915859699249	acc: 0.883	(5.6s)
epoch: 188	train loss: 0.3926856517791748	acc: 0.883	(5.6s)
epoch: 189	train loss: 0.3871169984340668	acc: 0.883	(5.6s)
epoch: 190	train loss: 0.32514598965644836	acc: 0.884	(5.6s)
epoch: 191	train loss: 0.3771570920944214	acc: 0.883	(5.6s)
epoch: 192	train loss: 0.4204116761684418	acc: 0.883	(5.6s)
epoch: 193	train loss: 0.45739203691482544	acc: 0.884	(5.6s)
epoch: 194	train loss: 0.2296995371580124	acc: 0.883	(5.6s)
epoch: 195	train loss: 0.34988832473754883	acc: 0.884	(5.6s)
epoch: 196	train loss: 0.3374171257019043	acc: 0.884	(5.7s)
epoch: 197	train loss: 0.2123323380947113	acc: 0.884	(5.7s)
epoch: 198	train loss: 0.2322651743888855	acc: 0.884	(5.7s)
epoch: 199	train loss: 0.2980215549468994	acc: 0.885	(5.6s)
epoch: 200	train loss: 0.33021482825279236	acc: 0.885	(5.6s)
epoch: 201	train loss: 0.30691659450531006	acc: 0.885	(5.6s)
epoch: 202	train loss: 0.24438121914863586	acc: 0.884	(5.6s)
epoch: 203	train loss: 0.3123759925365448	acc: 0.886	(5.6s)
epoch: 204	train loss: 0.32645535469055176	acc: 0.886	(5.6s)
epoch: 205	train loss: 0.37492096424102783	acc: 0.886	(5.6s)
epoch: 206	train loss: 0.26750290393829346	acc: 0.885	(5.6s)
epoch: 207	train loss: 0.2595529556274414	acc: 0.886	(5.7s)
epoch: 208	train loss: 0.3131634294986725	acc: 0.885	(5.7s)
epoch: 209	train loss: 0.27436283230781555	acc: 0.885	(5.7s)
epoch: 210	train loss: 0.28339630365371704	acc: 0.886	(5.6s)
epoch: 211	train loss: 0.3058987855911255	acc: 0.885	(5.6s)
epoch: 212	train loss: 0.2347131371498108	acc: 0.886	(5.6s)
epoch: 213	train loss: 0.3528503477573395	acc: 0.887	(5.6s)
epoch: 214	train loss: 0.2238347828388214	acc: 0.886	(5.6s)
epoch: 215	train loss: 0.36873868107795715	acc: 0.887	(5.6s)
epoch: 216	train loss: 0.24010497331619263	acc: 0.887	(5.6s)
epoch: 217	train loss: 0.3252941071987152	acc: 0.887	(5.6s)
epoch: 218	train loss: 0.30045992136001587	acc: 0.886	(5.6s)
epoch: 219	train loss: 0.3553573489189148	acc: 0.887	(5.7s)
epoch: 220	train loss: 0.3759099245071411	acc: 0.887	(5.7s)
epoch: 221	train loss: 0.4128135144710541	acc: 0.887	(5.6s)
epoch: 222	train loss: 0.3148803114891052	acc: 0.888	(5.6s)
epoch: 223	train loss: 0.18317873775959015	acc: 0.887	(5.6s)
epoch: 224	train loss: 0.32783856987953186	acc: 0.888	(5.6s)
epoch: 225	train loss: 0.42216628789901733	acc: 0.888	(5.6s)
epoch: 226	train loss: 0.40898334980010986	acc: 0.889	(5.6s)
epoch: 227	train loss: 0.36957305669784546	acc: 0.888	(5.6s)
epoch: 228	train loss: 0.22945131361484528	acc: 0.889	(5.6s)
epoch: 229	train loss: 0.2875869870185852	acc: 0.888	(5.6s)
epoch: 230	train loss: 0.33025234937667847	acc: 0.889	(5.7s)
epoch: 231	train loss: 0.2451331466436386	acc: 0.888	(5.7s)
epoch: 232	train loss: 0.28713345527648926	acc: 0.889	(5.7s)
epoch: 233	train loss: 0.36444249749183655	acc: 0.889	(5.6s)
epoch: 234	train loss: 0.31937363743782043	acc: 0.889	(5.6s)
epoch: 235	train loss: 0.2805682420730591	acc: 0.889	(5.6s)
epoch: 236	train loss: 0.24659012258052826	acc: 0.890	(5.7s)
epoch: 237	train loss: 0.3582037687301636	acc: 0.890	(5.6s)
epoch: 238	train loss: 0.34682154655456543	acc: 0.889	(5.6s)
epoch: 239	train loss: 0.1617971658706665	acc: 0.890	(5.6s)
epoch: 240	train loss: 0.2571570575237274	acc: 0.891	(5.6s)
epoch: 241	train loss: 0.29347172379493713	acc: 0.890	(5.6s)
epoch: 242	train loss: 0.198817640542984	acc: 0.890	(5.7s)
epoch: 243	train loss: 0.37704816460609436	acc: 0.890	(5.7s)
epoch: 244	train loss: 0.3271031379699707	acc: 0.890	(5.7s)
epoch: 245	train loss: 0.25006136298179626	acc: 0.891	(5.6s)
epoch: 246	train loss: 0.24407513439655304	acc: 0.891	(5.6s)
epoch: 247	train loss: 0.2903493344783783	acc: 0.891	(5.6s)
epoch: 248	train loss: 0.34940752387046814	acc: 0.891	(5.6s)
epoch: 249	train loss: 0.31413671374320984	acc: 0.891	(5.6s)
epoch: 250	train loss: 0.28378424048423767	acc: 0.891	(5.6s)
epoch: 251	train loss: 0.32035744190216064	acc: 0.892	(5.6s)
epoch: 252	train loss: 0.2988727390766144	acc: 0.892	(5.6s)
epoch: 253	train loss: 0.20857159793376923	acc: 0.891	(5.7s)
epoch: 254	train loss: 0.21800491213798523	acc: 0.891	(5.7s)
epoch: 255	train loss: 0.30076324939727783	acc: 0.892	(5.7s)
epoch: 256	train loss: 0.3807688355445862	acc: 0.891	(5.6s)
epoch: 257	train loss: 0.3687428832054138	acc: 0.893	(5.6s)
epoch: 258	train loss: 0.2779204547405243	acc: 0.892	(5.6s)
epoch: 259	train loss: 0.31499800086021423	acc: 0.893	(5.6s)
epoch: 260	train loss: 0.2525337338447571	acc: 0.892	(5.6s)
epoch: 261	train loss: 0.4106232523918152	acc: 0.893	(5.6s)
epoch: 262	train loss: 0.2823069989681244	acc: 0.892	(5.6s)
epoch: 263	train loss: 0.30209487676620483	acc: 0.892	(5.6s)
epoch: 264	train loss: 0.27970507740974426	acc: 0.893	(5.6s)
epoch: 265	train loss: 0.3485986292362213	acc: 0.893	(5.7s)
epoch: 266	train loss: 0.24122188985347748	acc: 0.893	(5.7s)
epoch: 267	train loss: 0.2957906126976013	acc: 0.893	(5.7s)
epoch: 268	train loss: 0.3835320770740509	acc: 0.893	(5.6s)
epoch: 269	train loss: 0.29262495040893555	acc: 0.894	(5.6s)
epoch: 270	train loss: 0.19861043989658356	acc: 0.893	(5.6s)
epoch: 271	train loss: 0.1932024359703064	acc: 0.894	(5.6s)
epoch: 272	train loss: 0.32020071148872375	acc: 0.894	(5.6s)
epoch: 273	train loss: 0.28629767894744873	acc: 0.894	(5.6s)
epoch: 274	train loss: 0.16696494817733765	acc: 0.894	(5.6s)
epoch: 275	train loss: 0.343777060508728	acc: 0.894	(5.6s)
epoch: 276	train loss: 0.5060160756111145	acc: 0.894	(5.6s)
epoch: 277	train loss: 0.2580518424510956	acc: 0.894	(5.7s)
epoch: 278	train loss: 0.39911171793937683	acc: 0.894	(5.7s)
epoch: 279	train loss: 0.23794279992580414	acc: 0.894	(5.7s)
epoch: 280	train loss: 0.25383827090263367	acc: 0.894	(5.6s)
epoch: 281	train loss: 0.2781699001789093	acc: 0.895	(5.6s)
epoch: 282	train loss: 0.2900489866733551	acc: 0.895	(5.6s)
epoch: 283	train loss: 0.3036424517631531	acc: 0.895	(5.6s)
epoch: 284	train loss: 0.3790278136730194	acc: 0.895	(5.6s)
epoch: 285	train loss: 0.2729555666446686	acc: 0.895	(5.6s)
epoch: 286	train loss: 0.20472818613052368	acc: 0.895	(5.6s)
epoch: 287	train loss: 0.22376984357833862	acc: 0.895	(5.6s)
epoch: 288	train loss: 0.30281203985214233	acc: 0.895	(5.6s)
epoch: 289	train loss: 0.40772148966789246	acc: 0.895	(5.7s)
epoch: 290	train loss: 0.22357292473316193	acc: 0.896	(5.7s)
epoch: 291	train loss: 0.37268972396850586	acc: 0.894	(5.7s)
epoch: 292	train loss: 0.1828324794769287	acc: 0.895	(5.6s)
epoch: 293	train loss: 0.41758137941360474	acc: 0.895	(5.6s)
epoch: 294	train loss: 0.2666953206062317	acc: 0.895	(5.6s)
epoch: 295	train loss: 0.2546977996826172	acc: 0.896	(5.6s)
epoch: 296	train loss: 0.2098836898803711	acc: 0.896	(5.7s)
epoch: 297	train loss: 0.3224349617958069	acc: 0.897	(5.6s)
epoch: 298	train loss: 0.2915962338447571	acc: 0.896	(5.6s)
epoch: 299	train loss: 0.40562888979911804	acc: 0.897	(5.6s)
epoch: 300	train loss: 0.1803644448518753	acc: 0.895	(5.6s)
epoch: 301	train loss: 0.47560611367225647	acc: 0.897	(5.7s)
epoch: 302	train loss: 0.2842961847782135	acc: 0.896	(5.7s)
epoch: 303	train loss: 0.2729511559009552	acc: 0.897	(5.7s)
epoch: 304	train loss: 0.18643514811992645	acc: 0.896	(5.6s)
epoch: 305	train loss: 0.21504633128643036	acc: 0.896	(5.6s)
epoch: 306	train loss: 0.3412775993347168	acc: 0.896	(5.6s)
epoch: 307	train loss: 0.2842051684856415	acc: 0.897	(5.6s)
epoch: 308	train loss: 0.413003146648407	acc: 0.897	(5.6s)
epoch: 309	train loss: 0.2364056408405304	acc: 0.897	(5.6s)
epoch: 310	train loss: 0.23545311391353607	acc: 0.897	(5.6s)
epoch: 311	train loss: 0.2067921757698059	acc: 0.897	(5.6s)
epoch: 312	train loss: 0.3248837888240814	acc: 0.898	(5.6s)
epoch: 313	train loss: 0.26378944516181946	acc: 0.897	(5.7s)
epoch: 314	train loss: 0.277496874332428	acc: 0.897	(5.7s)
epoch: 315	train loss: 0.19870907068252563	acc: 0.897	(5.7s)
epoch: 316	train loss: 0.30966371297836304	acc: 0.897	(5.6s)
epoch: 317	train loss: 0.42658963799476624	acc: 0.897	(5.6s)
epoch: 318	train loss: 0.34031006693840027	acc: 0.897	(5.6s)
epoch: 319	train loss: 0.24582816660404205	acc: 0.898	(5.6s)
epoch: 320	train loss: 0.41122928261756897	acc: 0.898	(5.6s)
epoch: 321	train loss: 0.3050229847431183	acc: 0.898	(5.6s)
epoch: 322	train loss: 0.25485530495643616	acc: 0.897	(5.6s)
epoch: 323	train loss: 0.2062014639377594	acc: 0.899	(5.6s)
epoch: 324	train loss: 0.24553163349628448	acc: 0.897	(5.6s)
epoch: 325	train loss: 0.40866991877555847	acc: 0.897	(5.7s)
epoch: 326	train loss: 0.225087508559227	acc: 0.899	(5.7s)
epoch: 327	train loss: 0.2255520224571228	acc: 0.899	(5.7s)
epoch: 328	train loss: 0.22617268562316895	acc: 0.898	(5.6s)
epoch: 329	train loss: 0.3504771292209625	acc: 0.898	(5.6s)
epoch: 330	train loss: 0.31706225872039795	acc: 0.899	(5.6s)
epoch: 331	train loss: 0.353847473859787	acc: 0.898	(5.7s)
epoch: 332	train loss: 0.290844589471817	acc: 0.899	(5.6s)
epoch: 333	train loss: 0.5293333530426025	acc: 0.899	(5.6s)
epoch: 334	train loss: 0.18376895785331726	acc: 0.899	(5.6s)
epoch: 335	train loss: 0.22538401186466217	acc: 0.899	(5.6s)
epoch: 336	train loss: 0.2744484841823578	acc: 0.899	(5.6s)
epoch: 337	train loss: 0.3104757070541382	acc: 0.899	(5.7s)
epoch: 338	train loss: 0.2961220443248749	acc: 0.899	(5.7s)
epoch: 339	train loss: 0.16291747987270355	acc: 0.900	(5.7s)
epoch: 340	train loss: 0.2953222393989563	acc: 0.899	(5.6s)
epoch: 341	train loss: 0.22476348280906677	acc: 0.899	(5.6s)
epoch: 342	train loss: 0.31270933151245117	acc: 0.900	(5.6s)
epoch: 343	train loss: 0.23377424478530884	acc: 0.899	(5.6s)
epoch: 344	train loss: 0.3576485216617584	acc: 0.899	(5.6s)
epoch: 345	train loss: 0.3497532606124878	acc: 0.900	(5.6s)
epoch: 346	train loss: 0.20448467135429382	acc: 0.899	(5.6s)
epoch: 347	train loss: 0.3650101125240326	acc: 0.900	(5.6s)
epoch: 348	train loss: 0.21745720505714417	acc: 0.900	(5.6s)
epoch: 349	train loss: 0.1772203892469406	acc: 0.900	(5.7s)
epoch: 350	train loss: 0.20892511308193207	acc: 0.901	(5.7s)
epoch: 351	train loss: 0.3368925452232361	acc: 0.900	(5.7s)
epoch: 352	train loss: 0.34889429807662964	acc: 0.900	(5.6s)
epoch: 353	train loss: 0.263715922832489	acc: 0.900	(5.6s)
epoch: 354	train loss: 0.21743743121623993	acc: 0.901	(5.6s)
epoch: 355	train loss: 0.24317295849323273	acc: 0.900	(5.7s)
epoch: 356	train loss: 0.18662813305854797	acc: 0.901	(5.6s)
epoch: 357	train loss: 0.2694128155708313	acc: 0.901	(5.7s)
epoch: 358	train loss: 0.33646416664123535	acc: 0.900	(5.6s)
epoch: 359	train loss: 0.3552519381046295	acc: 0.900	(5.6s)
epoch: 360	train loss: 0.2487071305513382	acc: 0.901	(5.6s)
epoch: 361	train loss: 0.24857193231582642	acc: 0.900	(5.7s)
epoch: 362	train loss: 0.24359633028507233	acc: 0.901	(5.7s)
epoch: 363	train loss: 0.2106926590204239	acc: 0.901	(5.7s)
epoch: 364	train loss: 0.29722321033477783	acc: 0.901	(5.6s)
epoch: 365	train loss: 0.24599643051624298	acc: 0.901	(5.6s)
epoch: 366	train loss: 0.29746127128601074	acc: 0.901	(5.6s)
epoch: 367	train loss: 0.21190465986728668	acc: 0.901	(5.6s)
epoch: 368	train loss: 0.24274057149887085	acc: 0.901	(5.6s)
epoch: 369	train loss: 0.17653706669807434	acc: 0.901	(5.6s)
epoch: 370	train loss: 0.18575634062290192	acc: 0.901	(5.6s)
epoch: 371	train loss: 0.26765313744544983	acc: 0.901	(5.6s)
epoch: 372	train loss: 0.18808169662952423	acc: 0.902	(5.6s)
epoch: 373	train loss: 0.21514812111854553	acc: 0.902	(5.7s)
epoch: 374	train loss: 0.2230481654405594	acc: 0.902	(5.7s)
epoch: 375	train loss: 0.23761819303035736	acc: 0.902	(5.7s)
epoch: 376	train loss: 0.2661362886428833	acc: 0.902	(5.6s)
epoch: 377	train loss: 0.3016461133956909	acc: 0.902	(5.6s)
epoch: 378	train loss: 0.29175636172294617	acc: 0.901	(5.6s)
epoch: 379	train loss: 0.23873069882392883	acc: 0.902	(5.6s)
epoch: 380	train loss: 0.28504103422164917	acc: 0.902	(5.6s)
epoch: 381	train loss: 0.3058229088783264	acc: 0.902	(5.6s)
epoch: 382	train loss: 0.32658156752586365	acc: 0.901	(5.6s)
epoch: 383	train loss: 0.2234240025281906	acc: 0.902	(5.6s)
